Abbreviation,Name,Reaction,GPR,Genes,Protein,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence score,E.C. number,Notes,References
rxn05423,10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase,[c] : 10-methyl-3-hydroxy-undecanoyl-ACP <=> h2o + 10-methyl-trans-undec-2-enoyl-ACP,,,,,1,,,0,2,4.2.1.0,,
rxn05425,10-methyl-undecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),[c] : h + malACP + 10-methyl-undecanoyl-ACP <=> co2 + ACP + 12-methyl-3-oxo-tridecanoyl-ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05426,12-methyl-3-oxo-tridecanoyl-ACP:NADP+ oxidoreductase,[c] : nadph + h + 12-methyl-3-oxo-tridecanoyl-ACP <=> nadp + 12-methyl-3-hydroxy-tridecanoyl-ACP,,,,,1,,,0,2,1.1.1.0,,
rxn05427,12-methyl-3-hydroxy-tridecanoyl-ACP hydro-lyase,[c] : 12-methyl-3-hydroxy-tridecanoyl-ACP <=> h2o + 12-methyl-trans-tridec-2-enoyl-ACP,,,,,1,,,0,2,4.2.1.0,,
rxn05429,12-methyl-tridecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),[c] : h + malACP + 12-methyl-tridecanoyl-ACP <=> co2 + ACP + 14-methyl-3-oxo-pentadecanoyl-ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05430,14-methyl-3-oxo-pentadecanoyl-ACP:NADP+ oxidoreductase,[c] : nadph + h + 14-methyl-3-oxo-pentadecanoyl-ACP <=> nadp + 14-methyl-3-hydroxy-pentadecanoyl-ACP,,,,,1,,,0,2,1.1.1.0,,
rxn05431,14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase,[c] : 14-methyl-3-hydroxy-pentadecanoyl-ACP <=> h2o + 14-methyl-trans-pentadec-2-enoyl-ACP,,,,,1,,,0,2,4.2.1.0,,
rxn05433,4-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 4-methyl-trans-hex-2-enoyl-ACP <=> nad + 4-methyl-hexanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05434,6-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 6-methyl-trans-oct-2-enoyl-ACP <=> nad + 6-methyl-octanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05435,8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 8-methyl-trans-dec-2-enoyl-ACP <=> nad + 8-methyl-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05436,10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 10-methyl-trans-dodec-2-enoyl-ACP <=> nad + 10-methyl-dodecanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05437,12-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 12-methyl-trans-tetra-dec-2-enoyl-ACP <=> nad + 12-methyl-tetra-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05438,14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 14-methyl-trans-hexa-dec-2-enoyl-ACP <=> nad + 14-methyl-hexa-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05439,5-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 5-methyl-trans-hex-2-enoyl-ACP <=> nad + 5-methyl-hexanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05440,7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 7-methyl-trans-oct-2-enoyl-ACP <=> nad + 7-methyl-octanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05441,9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 9-methyl-trans-dec-2-enoyl-ACP <=> nad + 9-methyl-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05442,11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 11-methyl-trans-dodec-2-enoyl-ACP <=> nad + 11-methyl-dodecanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05443,13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 13-methyl-trans-tetra-dec-2-enoyl-ACP <=> nad + 13-methyl-tetra-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05444,15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 15-methyl-trans-hexa-dec-2-enoyl-ACP <=> nad + 15-methyl-hexa-decanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05445,4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 4-methyl-trans-pent-2-enoyl-ACP <=> nad + 4-methyl-pentanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05446,6-methyl-trans-hept-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 6-methyl-trans-hept-2-enoyl-ACP <=> nad + 6-methyl-heptanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05447,8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 8-methyl-trans-non-2-enoyl-ACP <=> nad + 8-methyl-nonanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05448,10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 10-methyl-trans-undec-2-enoyl-ACP <=> nad + 10-methyl-undecanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05449,12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 12-methyl-trans-tridec-2-enoyl-ACP <=> nad + 12-methyl-tridecanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05450,14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + 14-methyl-trans-pentadec-2-enoyl-ACP <=> nad + 14-methyl-pentadecanoyl-ACP,,,,,1,,,0,2,1.3.1.0,,
rxn05451,12-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 12-methyl-tetra-decanoyl-ACP <=> fa4coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05452,14-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 14-methyl-hexa-decanoyl-ACP <=> fa12coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05453,13-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 13-methyl-tetra-decanoyl-ACP <=> fa3coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05454,15-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 15-methyl-hexa-decanoyl-ACP <=> fa11coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05455,12-methyl-tridecanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 12-methyl-tridecanoyl-ACP <=> fa1coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05456,14-methyl-pentadecanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + 14-methyl-pentadecanoyl-ACP <=> fa6coa + ACP,,,,,1,,,0,2,2.3.1.0,,
rxn05457,tetradecanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + myrsACP <=> tdcoa + ACP,,,,,1,,,0,2,2.3.1.1,,
rxn05458,hexadecanoyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + hedacp <=> pmtcoa + ACP,,,,,1,,,0,2,2.3.1.2,,
rxn05459,stearyl-ACP:[acyl-carrier-protein] transferase,[c] : coa + ocdACP <=> stcoa + ACP,,,,,1,,,0,2,2.3.1.3,,
rxn05460,3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),[c] : h + hedacp + malACP => co2 + ACP + 3-Oxooctodecanoyl-ACP,,,,,0,,,0,2,2.3.1.0,,
rxn05461,3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase,[c] : nadph + h + 3-Oxooctodecanoyl-ACP <=> nadp + 3-Hydroxyoctodecanoyl-ACP,,,,,1,,,0,2,1.1.1.0,,
rxn05462,trans-Octodec-2-enoyl-ACP hydro-lyase,[c] : 3-Hydroxyoctodecanoyl-ACP <=> h2o + trans-Octodec-2-enoyl-ACP,,,,,1,,,0,2,4.2.1.0,,
rxn05464,trans-Octodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),[c] : nadh + h + trans-Octodec-2-enoyl-ACP <=> nad + ocdACP,,,,,1,,,0,2,1.3.1.0,,
rxn05465,malonyl-ACP:[acyl-carrier-protein] transferase,[c] : malcoa + ACP => coa + malACP,,A2559,,,0,,,0,2,2.3.1.0|2.3.1.39|2.3.1.85|2.3.1.86,,
NH4t,Ammonia transport via diffusion,nh4[e] <=> nh4[c],Amt1 (A2754)  ) or ( AmtB (A1070)  ) or ( Amt2 (A2208),A2754  or  A1070  or  A2208,Amt1 or AmtB or Amt2,Transport,1,,,0,2,,,
rxn05467,CO2 transport via diffusion,co2[e] <=> co2[c],,,,,1,,,0,2,,,
rxn05468,O2 transport via diffusion,o2[e] <=> o2[c],,,,,1,,,0,2,,,
rxn05515,Cobalamin uptake in via ABC transport,h2o[c] + atp[c] + cbl2[e] => adp[c] + pi[c] + h[c] + cbl2[c],,,,,0,,,0,2,,,
rxn05516,cadmium transport out via ABC system,h2o[c] + atp[c] + cd2[c] => adp[c] + pi[c] + h[c] + cd2[e],,,,,0,,,0,2,TC-3.A.3|3.A.3,,
rxn05528,Copper export via ATPase,h2o[c] + atp[c] + cu2[c] => adp[c] + pi[c] + cu2[e] + h[c],,,,,0,,,0,2,TC-3.A.3|3.A.3,,
rxn05533,Dipeptide transport via ABC system (ala-asp),h2o[c] + atp[c] + ala-L-asp-L[e] => adp[c] + pi[c] + h[c] + ala-L-asp-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05534,Dipeptide transport via ABC system (gly-glu),h2o[c] + atp[c] + gly-glu-L[e] => adp[c] + pi[c] + h[c] + gly-glu-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05535,Dipeptide transport via ABC system (gly-met),h2o[c] + atp[c] + gly-met-L[e] => adp[c] + pi[c] + h[c] + gly-met-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05536,Dipeptide transport via ABC system (met-ala),h2o[c] + atp[c] + met-L-ala-L[e] => adp[c] + pi[c] + h[c] + met-L-ala-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05537,Dipeptide transport via ABC system (gly-asp),h2o[c] + atp[c] + gly-asp-L[e] => adp[c] + pi[c] + h[c] + gly-asp-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05538,Dipeptide transport via ABC system (gly-pro-L),h2o[c] + atp[c] + gly-pro-L[e] => adp[c] + pi[c] + h[c] + gly-pro-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05539,Dipeptide transport via ABC system (cgly),h2o[c] + atp[c] + cgly[e] => adp[c] + pi[c] + h[c] + cgly[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05540,Dipeptide transport via ABC system (ala-gln),h2o[c] + atp[c] + ala-L-gln-L[e] => adp[c] + pi[c] + h[c] + ala-L-gln-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05541,Dipeptide transport via ABC system (ala-glu),h2o[c] + atp[c] + ala-L-glu-L[e] => adp[c] + pi[c] + h[c] + ala-L-glu-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05542,Dipeptide transport via ABC system (ala-gly),h2o[c] + atp[c] + L-alagly[e] => adp[c] + pi[c] + h[c] + L-alagly[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05543,Dipeptide transport via ABC system (ala-his),h2o[c] + atp[c] + ala-L-his-L[e] => adp[c] + pi[c] + h[c] + ala-L-his-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05544,Dipeptide transport via ABC system (ala-leu),h2o[c] + atp[c] + ala-L-leu-L[e] => adp[c] + pi[c] + h[c] + ala-L-leu-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05545,Dipeptide transport via ABC system (ala-thr),h2o[c] + atp[c] + ala-L-Thr-L[e] => adp[c] + pi[c] + h[c] + ala-L-Thr-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05546,Dipeptide transport via ABC system (gly-asn),h2o[c] + atp[c] + gly-asn-L[e] => adp[c] + pi[c] + h[c] + gly-asn-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05547,Dipeptide transport via ABC system (gly-gln),h2o[c] + atp[c] + gly-gln-L[e] => adp[c] + pi[c] + h[c] + gly-gln-L[c],,,,,0,,,0,2,TC-3.A.1.5|3.A.1.5,,
rxn05555,iron (II) transport via ABC system,h2o[c] + atp[c] + fe2[e] => adp[c] + pi[c] + h[c] + fe2[c],,,,,0,,,0,2,,,
rxn05557,iron (III) dicitrate transport via ABC system,h2o[c] + atp[c] + 2 cit[e] + fe3[e] => adp[c] + pi[c] + h[c] + 2 cit[c] + fe3[c],,A2507|A1381|A0871,,,0,,,0,2,,,
rxn05596,potassium transport out via proton antiport,h[e] + k[c] => h[c] + k[e],,,,,0,,,0,2,TC-2.A.37|2.A.37,,
rxn05602,L-lactate reversible transport via proton symport,h[e] + lac-L[e] <=> h[c] + lac-L[c],,,,,1,,,0,2,,,
rxn05613,L-methionine S-oxide transport via ABC system,h2o[c] + atp[c] + metox[e] => adp[c] + pi[c] + h[c] + metox[c],,,,,0,,,0,2,,,
rxn05614,L-methionine R-oxide transport via ABC system,h2o[c] + atp[c] + metox-R[e] => adp[c] + pi[c] + h[c] + metox-R[c],,,,,0,,,0,2,,,
MGt5,magnesium transport in/out via permease (no H+),mg2[c] <=> mg2[e],,,,,1,,,0,2,TC-1.A.35|1.A.35,,
MOBDabc,molybdate transport via ABC system,h2o[c] + atp[c] + mobd[e] => adp[c] + pi[c] + h[c] + mobd[c],,A1370|A2088,,,0,,,0,2,TC-3.A.1.8|3.A.1.8,,
NO2t2,nitrite transport in via proton symport,h[e] + no2[e] <=> h[c] + no2[c],NasA (A1313) ,A1313,NasA,Transport,1,,,0,2,,,
NO3t2,nitrate transport in via proton symport,h[e] + no3[e] <=> h[c] + no3[c],NasA (A1313) ,A1313,NasA,Transport,1,,,0,2,,,
S04t2,sulfate transport in via proton symport,so4[e] + h[e] => so4[c] + h[c],YbaR (A2424) ,A2424,YbaR,Transport,0,,,0,2,TC-2.A.53|2.A.53,,
UREAtabc,Urea transport via ATP,so4[e] + h[e] => so4[c] + h[c],UrtE (A1627) ,A1627,UrtE,Transport,1,,,0,2,,,
rxn05667,Urea transport via facilitate diffusion,urea[e] <=> urea[c],,,,,1,,,0,2,,,
rxn05733,cysteine synthase (Thiosulfate),[c] : tsul + acser + trdrd => ac + so3 + cys-L + trdox,,A0247|A0976,,,0,,,0,2,4.2.99.8|2.5.1.47|2.5.1.49,,
rxn05736,fatty-acid--CoA ligase (tetradecanoate),[c] : atp + coa + h + ttdca <=> ppi + amp + tdcoa,,A0675,,,1,,,0,2,6.2.1.3,,
rxn05740,cpd00155 phosphorylase,[c] : pi + h + glycogen => g1p,,,,,0,,,0,2,2.4.1.1,,
rxn05893,Ammonia:ferredoxin oxidoreductase,[c] : 8 h + no2 + 6 fdxrd => 2 h2o + nh4 + 6 fdxox,,,,,0,,,0,2,1.7.7.1,,
rxn05902,Hydrogen-sulfide:ferredoxin oxidoreductase,[c] : 7 h + so3 + 3 fdxrd => 3 h2o + h2s + 3 fdxox,,,,,0,,,0,2,1.8.7.1,,
rxn06023,CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase,[c] : coa + apoACP => pap + ACP,,A2092,,,0,,,0,1,2.7.8.-,,
rxn06075,2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin,[c] : udp + trdrd => h2o + dudp + trdox,,,,,0,,,0,2,1.17.4.1,,
rxn06076,2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase,[c] : cdp + trdrd => h2o + dcdp + trdox,,,,,0,,,0,2,1.17.4.1,,
rxn06077,L-methionine:oxidized-thioredoxin S-oxidoreductase,[c] : metox + trdrd =>  h2o + met-L + trdox,,,,,0,,,0,2,1.8.4.13|1.8.4.14,,
rxn06377,glycine:lipoylprotein oxidoreductase (decarboxylating and,[c] : gly + h + lpro => co2 + alpro,,A1549,,,0,,,0,2,1.4.4.2,,
rxn06493,dihydrolipoylprotein:NAD+ oxidoreductase,[c] : nad + dhlpro <=> nadh + h + lpro,,A1126,,,1,,,0,2,1.8.1.4,,
rxn06600,S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate,[c] : thf + alpro => nh4 + mlthf + dhlpro,,,,,0,,,0,2,2.1.2.10,,
rxn06672,biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming),[c] : atp + hco3 + btn_cbxl => adp + pi + h + btn_co2,,A2127,,,0,,,0,2,6.3.4.14,,
rxn06673,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),[c] : accoa + btn_co2 <=> malcoa + btn_cbxl,,A0052|A0058|A2127|A2443,,,1,,,0,2,6.4.1.2,,
UGSAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,[c] : u3hga + 3htdACP <=> h + u23ga + ACP,LpxD (A0941) ,A0941,LpxD,Lipid & Cell Wall Metabolism,1,,,0,2,2.3.1.-,,
rxn06729,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-,[c] : uacgam + 3htdACP => u3aga + ACP,,A0069,,,0,,,0,2,2.3.1.129,,
rxn06979,rxn06979,[c] : 2 h2o + 2 atp + 2 gln-L + cobya <=> 2 adp + 2 pi + 2 glu-L + 2 h + co2dam,,,,,1,,,0,2,6.3.1.-,,
rxn07295,glycine oxidase,[c] : gly => 3 h + Iminoglycine,,,,,0,,,0,2,1.4.3.19,,
rxn07438,peptide-methionine:thioredoxin-disulfide S-oxidoreductase,[c] : h2o + trdox + Peptide-L-methionine <=> trdrd + Peptide-L-methionine (R)-S-oxide,,,,,1,,,0,2,1.8.4.12,,
rxn07441,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase",[c] : akg + 26dap-LL <=> h2o + glu-L + h + thdp,,A1203,,,1,,,0,2,2.6.1.83,,
rxn07584,ATP:lipoate adenylyltransferase,[c] : atp + h + lipt <=> ppi + Lipoyl-AMP,,,,,1,,,0,2,2.7.7.63,,
rxn07589,rxn07589,[c] : amet + Cobalt-precorrin 7 <=> co2 + ahcys + copre8,,,,,1,,,0,2,,,
rxn08040,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,[c] : uacgam + udcpp <=> ump + unaga,,,,,1,,,0,2,,,
rxn08083,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),[c] : ddcaACP + 1ddecg3p => ACP + pa120,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08084,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),[c] : myrsACP + 1tdecg3p => ACP + pa140,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08085,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),[c] : tdeACP + 1tdec7eg3p => ACP + pa141,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08086,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),[c] : palmACP + 1hdecg3p => ACP + pa160,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08087,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),[c] : hdeACP + 1hdec9eg3p => ACP + pa161,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08088,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),[c] : ocdACP + 1odecg3p => ACP + pa180,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08089,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),[c] : octeACP + 1odec11eg3p => ACP + pa181,,A2396,,,0,,,0,2,2.3.1.51,,
rxn08126,Amylomaltase (maltotriose),[c] : malt + malttr => glc-D + maltttr,,A0330,,,0,,,0,2,2.4.1.25,,
rxn08127,Amylomaltase (maltotetraose),[c] : malt + maltttr => glc-D + maltpt,,A0330,,,0,,,0,2,2.4.1.25,,
rxn08128,Amylomaltase (maltopentaose),[c] : malt + maltpt => glc-D + malthx,,A0330,,,0,,,0,2,2.4.1.25,,
rxn08129,Amylomaltase (maltohexaose),[c] : malt + malthx => glc-D + malthp,,A0330,,,0,,,0,2,2.4.1.25,,
rxn08180,Biotin synthase,[c] : amet + s + dtbt => met-L + h + btn + dad-5,,A0309,,,0,,,0,2,2.8.1.6,,
rxn08291,D-Amino acid dehydrogenase,[c] : h2o + fad + ala-D => nh4 + pyr + fadh2,,,,,0,,,0,2,1.4.99.1,,
rxn08294,diacylglycerol kinase (n-C12:0),[c] : atp + 12dgr120 => adp + pa120,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08295,diacylglycerol kinase (n-C14:0),[c] : atp + 12dgr140 => adp + pa140,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08296,diacylglycerol kinase (n-C14:1),[c] : atp + 12dgr141 => adp + pa141,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08297,diacylglycerol kinase (n-C16:0),[c] : atp + 12dgr160 => adp + pa160,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08298,diacylglycerol kinase (n-C16:1),[c] : atp + 12dgr161 => adp + pa161,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08299,diacylglycerol kinase (n-C18:0),[c] : atp + 12dgr180 => adp + pa180,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08300,diacylglycerol kinase (n-C18:1),[c] : atp + 12dgr181 => adp + pa181,,A1763,,,0,,,0,2,2.7.1.107,,
rxn08306,CDP-diacylglycerol synthetase (n-C12:0),[c] : ctp + pa120 => ppi + cdpdddecg,,,,,0,,,0,2,2.7.7.41,,
rxn08307,CDP-diacylglycerol synthetase (n-C14:0),[c] : ctp + pa140 => ppi + cdpdtdecg,,,,,0,,,0,2,2.7.7.41,,
rxn08308,CDP-diacylglycerol synthetase (n-C14:1),[c] : ctp + pa141 => ppi + cdpdtdec7eg,,,,,0,,,0,2,2.7.7.41,,
rxn08309,CDP-diacylglycerol synthetase (n-C16:0),[c] : ctp + pa160 => ppi + cdpdhdecg,,,,,0,,,0,2,2.7.7.41,,
rxn08310,CDP-diacylglycerol synthetase (n-C16:1),[c] : ctp + pa161 => ppi + cdpdhdec9eg,,,,,0,,,0,2,2.7.7.41,,
rxn08311,CDP-diacylglycerol synthetase (n-C18:0),[c] : ctp + pa180 => ppi + cdpdodecg,,,,,0,,,0,2,2.7.7.41,,
rxn08312,CDP-diacylglycerol synthetase (n-C18:1),[c] : ctp + pa181 => ppi + cdpdodec11eg,,,,,0,,,0,2,2.7.7.41,,
rxn08333,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",[c] : h + dhna + octdp <=> co2 + ppi + 2dmmql8,,,,,1,,,0,2,,,
rxn08352,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),[c] : nadh + h + h2mb4p <=> h2o + nad + dmpp,,,,,1,,,0,2,,,
rxn08527,fumarate reductase,[c] : succ + mqn8 => fum + mql8,,,,,0,,,0,2,1.3.99.1,,
rxn08528,fumarate reductase,[c] : succ + 2dmmq8 => fum + 2dmmql8 ,,,,,0,,,0,2,1.3.99.1,,
rxn08546,glycerol-3-phosphate acyltransferase (C12:0),[c] : glyc3p + ddcaACP => ACP + 1ddecg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08547,glycerol-3-phosphate acyltransferase (C14:0),[c] : glyc3p + myrsACP => ACP + 1tdecg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08548,glycerol-3-phosphate acyltransferase (C14:1),[c] : glyc3p + tdeACP => ACP + 1tdec7eg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08549,glycerol-3-phosphate acyltransferase (C16:0),[c] : glyc3p + palmACP => ACP + 1hdecg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08550,glycerol-3-phosphate acyltransferase (C16:1),[c] : glyc3p + hdeACP => ACP + 1hdec9eg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08551,glycerol-3-phosphate acyltransferase (C18:0),[c] : glyc3p + ocdACP => ACP + 1odecg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08552,glycerol-3-phosphate acyltransferase (C18:1),[c] : glyc3p + octeACP => ACP + 1odec11eg3p,,A0526|A1010,,,0,,,0,2,2.3.1.15,,
rxn08615,glycogen synthase (ADPGlc),[c] : adpglc  => adp + glycogen,,A1532|A2125,,,0,,,0,2,2.4.1.21,,
rxn08655,Glycolate oxidase,[c] : glyclt + q8 <=> glx + q8h2,,,,,1,,,0,2,,,
rxn08656,Glycolate oxidase,[c] : glyclt + mqn8 <=> glx + mql8,,,,,1,,,0,2,,,
rxn08657,Glycolate oxidase,[c] : glyclt + 2dmmq8 <=> glx + 2dmmql8,,,,,1,,,0,2,,,
rxn08669,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),[c] : h2o + g3pg => glyc3p + glyc,,A2838,,,0,,,0,2,3.1.4.46,,
HEMEOS,Heme O synthase,[c] : h2o + pheme + frdp => ppi + hemeO,CtaO (A1160) ,A1160,CtaO,Membrane bioenergetics,0,,,0,2,2.5.1.-,,
HEMEAS,Heme A synthase,[c] : h2o + hemeO => 4 h + hemeA,CtaA (A1161) ,A1161,CtaA,Membrane bioenergetics,0,,,0,2,COX15,,
rxn08711,heptosyltransferase II (LPS core synthesis),[c] : adphep-L + hlipa <=> adp + hhlipa,,,,,1,,,0,2,2.4.1.-,,
rxn08756,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),[c] : nadh + h + h2mb4p <=> h2o + nad + ipdp,,,,,1,,,0,2,,,
rxn08971,NADH dehydrogenase (menaquinone-8 & 0 protons),[c] : nadh + h + mqn8 => nad + mql8,,,,,0,,,0,2,1.6.5.3,,
rxn08975,NADH dehydrogenase (ubiquinone-8 ),[c] : nadh + h + q8 => nad + q8h2,,,,,0,,,0,2,1.6.5.3,,
rxn08976,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),[c] : nadh + h + 2dmmq8 => nad + 2dmmql8,,,,,0,,,0,2,1.6.5.3,,
rxn08977,NADPH Quinone Reductase (Ubiquinone-8),[c] : nadph + h + q8 => nadp + q8h2,,,,,0,,,0,2,1.6.99.6,,
